0 6.71666666666666666666
1 .30000000000000000000
2 .18333333333333333333
3 .80000000000000000000
4 .31666666666666666666
5 .51666666666666666666
6 .20000000000000000000
7 .68333333333333333333
8 .28333333333333333333
9 .16666666666666666666
10 .21666666666666666666
11 .26666666666666666666
12 .23333333333333333333
13 17.43333333333333333333
14 .51666666666666666666
15 .68333333333333333333
16 .55000000000000000000
17 .41666666666666666666
18 1.23333333333333333333
19 .31666666666666666666
20 .48333333333333333333
21 .66666666666666666666
22 .31666666666666666666
23 4.65000000000000000000
24 .46666666666666666666
25 .63333333333333333333
26 .85000000000000000000
27 .33333333333333333333
28 1.00000000000000000000
29 .26666666666666666666
30 1.63333333333333333333
31 1.71666666666666666666
32 .50000000000000000000
33 3.00000000000000000000
34 .66666666666666666666
35 1.08333333333333333333
36 .68333333333333333333
37 1.28333333333333333333
38 1.26666666666666666666
39 .26666666666666666666
40 .25000000000000000000
41 .43333333333333333333
42 1.25000000000000000000
43 .50000000000000000000
44 .83333333333333333333
45 1.08333333333333333333
46 .48333333333333333333
47 3.30000000000000000000
48 3.01666666666666666666
49 1.68333333333333333333
50 .93333333333333333333
51 1.53333333333333333333
52 1.75000000000000000000
53 .36666666666666666666
54 .40000000000000000000
55 1.48333333333333333333
56 2.46666666666666666666
57 1.31666666666666666666
58 3.55000000000000000000
59 11.13333333333333333333
60 .45000000000000000000
62 .21666666666666666666
63 6.21666666666666666666
64 .48333333333333333333
65 .35000000000000000000
66 1.35000000000000000000
67 1.75000000000000000000
68 .26666666666666666666
69 1.71666666666666666666
70 .63333333333333333333
71 .36666666666666666666
72 .85000000000000000000
73 1.71666666666666666666
74 3.11666666666666666666
75 2.28333333333333333333
76 .18333333333333333333
