0 0.000642716 2.81076e-05 0.00132141
1 0.000874648 0.000483537 0.00242538
2 0.00208013 0.00318101 0.00516449
3 0.00438732 0.0055119 0.00865022
4 0.00815085 0.00829438 0.0122476
5 0.0122332 0.0116902 0.0156202
6 0.0171052 0.0153259 0.0195241
7 0.0230531 0.0200366 0.0249651
8 0.0274114 0.0235515 0.0296722
9 0.0333914 0.0287463 0.0365537
10 0.0391689 0.0356675 0.0439262
11 0.0461079 0.0423368 0.0518352
12 0.0543174 0.0499809 0.0602395
13 0.0630556 0.0569566 0.0683459
14 0.0717914 0.0642982 0.0781896
15 0.0815426 0.0734481 0.0881718
16 0.090916 0.0825982 0.0985677
17 0.10029 0.0917482 0.108963
18 0.110973 0.101026 0.120201
19 0.122573 0.112174 0.131831
20 0.132836 0.1213 0.140646
21 0.145296 0.132114 0.15145
22 0.157756 0.142928 0.162254
23 0.172523 0.156428 0.176577
24 0.184175 0.167432 0.187519
25 0.195827 0.178435 0.198462
26 0.205675 0.188345 0.206983
27 0.218638 0.200038 0.217837
28 0.23007 0.208935 0.225836
29 0.242717 0.220355 0.234959
30 0.254036 0.231672 0.242558
31 0.265355 0.242989 0.250156
32 0.280694 0.263707 0.260662
