0 0 0 0
1 0.09375 0.159091 0.132812
2 0.125 0.161932 0.140625
3 0.129464 0.164773 0.148438
4 0.133929 0.167614 0.15625
5 0.138393 0.170455 0.158333
6 0.142857 0.173295 0.160417
7 0.147321 0.176136 0.1625
8 0.151786 0.178977 0.164583
9 0.15625 0.181818 0.166667
10 0.158203 0.184659 0.16875
11 0.160156 0.1875 0.170833
12 0.162109 0.188262 0.172917
13 0.164062 0.189024 0.175
14 0.166016 0.189787 0.177083
15 0.167969 0.190549 0.179167
16 0.169922 0.191311 0.18125
17 0.171875 0.192073 0.183333
18 0.173828 0.192835 0.185417
19 0.175781 0.193598 0.1875
20 0.177734 0.19436 0.188447
21 0.179688 0.195122 0.189394
22 0.181641 0.195884 0.190341
23 0.183594 0.196646 0.191288
24 0.185547 0.197409 0.192235
25 0.1875 0.198171 0.193182
26 0.188702 0.198933 0.194129
27 0.189904 0.199695 0.195076
28 0.191106 0.200457 0.196023
29 0.192308 0.20122 0.19697
30 0.19351 0.201982 0.197917
31 0.194712 0.202744 0.198864
32 0.195913 0.203506 0.199811
33 0.197115 0.204268 0.200758
34 0.198317 0.20503 0.201705
35 0.199519 0.205793 0.202652
36 0.200721 0.206555 0.203598
37 0.201923 0.207317 0.204545
38 0.203125 0.208079 0.205492
39 0.204327 0.208841 0.206439
40 0.205529 0.209604 0.207386
41 0.206731 0.210366 0.208333
42 0.207933 0.211128 0.20928
43 0.209135 0.21189 0.210227
44 0.210337 0.212652 0.211174
45 0.211538 0.213415 0.212121
46 0.21274 0.214177 0.213068
47 0.213942 0.214939 0.214015
48 0.215144 0.215701 0.214962
49 0.216346 0.216463 0.215909
50 0.217548 0.217226 0.216856
51 0.21875 0.217988 0.217803
52 0.219792 0.21875 0.21875
53 0.220833 0.22 0.219952
54 0.221875 0.22125 0.221154
55 0.222917 0.2225 0.222356
56 0.223958 0.22375 0.223558
57 0.225 0.225 0.22476
58 0.226042 0.22625 0.225962
59 0.227083 0.2275 0.227163
60 0.228125 0.22875 0.228365
61 0.229167 0.23 0.229567
62 0.230208 0.23125 0.230769
63 0.23125 0.2325 0.231971
64 0.232292 0.23375 0.233173
65 0.233333 0.235 0.234375
66 0.234375 0.23625 0.235577
67 0.235417 0.2375 0.236779
68 0.236458 0.23875 0.237981
69 0.2375 0.24 0.239183
70 0.238542 0.24125 0.240385
71 0.239583 0.2425 0.241587
72 0.240625 0.24375 0.242788
73 0.241667 0.245 0.24399
74 0.242708 0.24625 0.245192
75 0.24375 0.2475 0.246394
76 0.244792 0.24875 0.247596
77 0.245833 0.25 0.248798
78 0.246875 0.250781 0.25
79 0.247917 0.251563 0.250694
80 0.248958 0.252344 0.251389
81 0.25 0.253125 0.252083
82 0.250665 0.253906 0.252778
83 0.25133 0.254687 0.253472
84 0.251995 0.255469 0.254167
85 0.25266 0.25625 0.254861
86 0.253324 0.257031 0.255556
87 0.253989 0.257812 0.25625
88 0.254654 0.258594 0.256944
89 0.255319 0.259375 0.257639
90 0.255984 0.260156 0.258333
91 0.256649 0.260938 0.259028
92 0.257314 0.261719 0.259722
93 0.257979 0.2625 0.260417
94 0.258644 0.263281 0.261111
95 0.259309 0.264062 0.261806
96 0.259973 0.264844 0.2625
97 0.260638 0.265625 0.263194
98 0.261303 0.266406 0.263889
99 0.261968 0.267188 0.264583
100 0.262633 0.267969 0.265278
101 0.263298 0.26875 0.265972
102 0.263963 0.269531 0.266667
103 0.264628 0.270312 0.267361
104 0.265293 0.271094 0.268056
105 0.265957 0.271875 0.26875
106 0.266622 0.272656 0.269444
107 0.267287 0.273438 0.270139
108 0.267952 0.274219 0.270833
109 0.268617 0.275 0.271528
110 0.269282 0.275781 0.272222
111 0.269947 0.276563 0.272917
112 0.270612 0.277344 0.273611
113 0.271277 0.278125 0.274306
114 0.271941 0.278906 0.275
115 0.272606 0.279687 0.275694
116 0.273271 0.280469 0.276389
117 0.273936 0.28125 0.277083
118 0.274601 0.28196 0.277778
119 0.275266 0.28267 0.278472
120 0.275931 0.283381 0.279167
121 0.276596 0.284091 0.279861
122 0.277261 0.284801 0.280556
123 0.277926 0.285511 0.28125
124 0.27859 0.286222 0.281875
125 0.279255 0.286932 0.2825
126 0.27992 0.287642 0.283125
127 0.280585 0.288352 0.28375
128 0.28125 0.289062 0.284375
129 0.281771 0.289773 0.285
130 0.282292 0.290483 0.285625
131 0.282813 0.291193 0.28625
132 0.283333 0.291903 0.286875
133 0.283854 0.292614 0.2875
134 0.284375 0.293324 0.288125
135 0.284896 0.294034 0.28875
136 0.285417 0.294744 0.289375
137 0.285937 0.295455 0.29
138 0.286458 0.296165 0.290625
139 0.286979 0.296875 0.29125
140 0.2875 0.297585 0.291875
141 0.288021 0.298295 0.2925
142 0.288542 0.299006 0.293125
143 0.289062 0.299716 0.29375
144 0.289583 0.300426 0.294375
145 0.290104 0.301136 0.295
146 0.290625 0.301847 0.295625
147 0.291146 0.302557 0.29625
148 0.291667 0.303267 0.296875
149 0.292188 0.303977 0.2975
150 0.292708 0.304688 0.298125
151 0.293229 0.305398 0.29875
152 0.29375 0.306108 0.299375
153 0.294271 0.306818 0.3
154 0.294792 0.307528 0.300625
155 0.295312 0.308239 0.30125
156 0.295833 0.308949 0.301875
157 0.296354 0.309659 0.3025
158 0.296875 0.310369 0.303125
159 0.297396 0.31108 0.30375
160 0.297917 0.31179 0.304375
161 0.298438 0.3125 0.305
162 0.298958 0.313048 0.305625
163 0.299479 0.313596 0.30625
164 0.3 0.314145 0.306875
165 0.300521 0.314693 0.3075
166 0.301042 0.315241 0.308125
167 0.301562 0.315789 0.30875
168 0.302083 0.316338 0.309375
169 0.302604 0.316886 0.31
170 0.303125 0.317434 0.310625
171 0.303646 0.317982 0.31125
172 0.304167 0.318531 0.311875
173 0.304688 0.319079 0.3125
174 0.305208 0.319627 0.312973
175 0.305729 0.320175 0.313447
176 0.30625 0.320724 0.31392
177 0.306771 0.321272 0.314394
178 0.307292 0.32182 0.314867
179 0.307813 0.322368 0.315341
180 0.308333 0.322917 0.315814
181 0.308854 0.323465 0.316288
182 0.309375 0.324013 0.316761
183 0.309896 0.324561 0.317235
184 0.310417 0.32511 0.317708
185 0.310937 0.325658 0.318182
186 0.311458 0.326206 0.318655
187 0.311979 0.326754 0.319129
188 0.3125 0.327303 0.319602
189 0.313012 0.327851 0.320076
190 0.313525 0.328399 0.320549
191 0.314037 0.328947 0.321023
192 0.314549 0.329496 0.321496
193 0.315061 0.330044 0.32197
194 0.315574 0.330592 0.322443
195 0.316086 0.33114 0.322917
196 0.316598 0.331689 0.32339
197 0.317111 0.332237 0.323864
198 0.317623 0.332785 0.324337
199 0.318135 0.333333 0.324811
200 0.318648 0.333882 0.325284
201 0.31916 0.33443 0.325758
202 0.319672 0.334978 0.326231
203 0.320184 0.335526 0.326705
204 0.320697 0.336075 0.327178
205 0.321209 0.336623 0.327652
206 0.321721 0.337171 0.328125
207 0.322234 0.337719 0.328598
208 0.322746 0.338268 0.329072
209 0.323258 0.338816 0.329545
210 0.32377 0.339364 0.330019
211 0.324283 0.339912 0.330492
212 0.324795 0.340461 0.330966
213 0.325307 0.341009 0.331439
214 0.32582 0.341557 0.331913
215 0.326332 0.342105 0.332386
216 0.326844 0.342654 0.33286
217 0.327357 0.343202 0.333333
218 0.327869 0.34375 0.333807
219 0.328381 0.344216 0.33428
220 0.328893 0.344683 0.334754
221 0.329406 0.345149 0.335227
222 0.329918 0.345616 0.335701
223 0.33043 0.346082 0.336174
224 0.330943 0.346548 0.336648
225 0.331455 0.347015 0.337121
226 0.331967 0.347481 0.337595
227 0.33248 0.347948 0.338068
228 0.332992 0.348414 0.338542
229 0.333504 0.348881 0.339015
230 0.334016 0.349347 0.339489
231 0.334529 0.349813 0.339962
232 0.335041 0.35028 0.340436
