0 0.000762048 0.000388954 0.00218256
1 0.00117006 0.00176923 0.00332446
2 0.00276697 0.00397862 0.00690511
3 0.00572891 0.00687528 0.0112425
4 0.010371 0.0103039 0.0152898
5 0.0155595 0.0143439 0.0191692
6 0.0212162 0.0187225 0.0241189
7 0.0281196 0.0238196 0.0309677
8 0.0333058 0.0282271 0.0371475
9 0.0400725 0.0358595 0.0449835
10 0.0474471 0.0431507 0.0541179
11 0.0561499 0.0512228 0.0635202
12 0.0669182 0.0597572 0.0739281
13 0.0760012 0.06747 0.0841676
14 0.0856114 0.076825 0.0945897
15 0.0969472 0.0870058 0.106208
16 0.107757 0.097175 0.118173
17 0.118567 0.107345 0.130138
18 0.131229 0.119345 0.143065
19 0.145426 0.131806 0.156228
20 0.15574 0.140964 0.166061
21 0.169214 0.152866 0.179195
22 0.182689 0.164768 0.192328
23 0.197922 0.179654 0.207225
24 0.210021 0.191284 0.219032
25 0.222121 0.202915 0.230839
26 0.232735 0.21257 0.239624
27 0.24641 0.225016 0.250634
28 0.256907 0.234527 0.25819
29 0.269912 0.245724 0.267355
30 0.281853 0.256492 0.27467
31 0.293795 0.267259 0.281986
32 0.308046 0.288714 0.292065
